1.0	2272.0
3.0	1386.0
4.0	1365.0
5.0	1488.0
6.0	1337.0
7.0	1883.0
8.0	2283.0
9.0	1335.0
10.0	1025.0
11.0	1139.0
12.0	1477.0
13.0	1203.0
14.0	1311.0
15.0	1299.0
16.0	1494.0
17.0	1159.0
18.0	1365.0
19.0	1272.0
20.0	1246.0
21.0	1071.0
22.0	1876.0
24.0	1410.0
25.0	925.0
26.0	1533.0
27.0	2104.0
28.0	2113.0
29.0	1993.0
30.0	1045.0
31.0	2090.0
32.0	2227.0
33.0	1413.0
34.0	1718.0
35.0	1721.0
36.0	1291.0
37.0	1838.0
38.0	2540.0
39.0	1608.0
40.0	2455.0
41.0	1929.0
42.0	1767.0
43.0	1203.0
44.0	1761.0
45.0	1723.0
46.0	2160.0
47.0	808.0
49.0	1324.0
50.0	1809.0
51.0	1933.0
52.0	1351.0
53.0	2013.0
54.0	1207.0
55.0	2170.0
56.0	1700.0
57.0	1899.0
58.0	1757.0
59.0	1475.0
60.0	1921.0
61.0	1971.0
62.0	1809.0
63.0	1365.0
64.0	1775.0
65.0	1687.0
66.0	1706.0
67.0	1353.0
68.0	1316.0
69.0	1512.0
70.0	2430.0
71.0	1788.0
72.0	1380.0
73.0	1357.0
74.0	990.0
75.0	1586.0
76.0	2057.0
77.0	1690.0
78.0	1458.0
79.0	1201.0
80.0	1949.0
81.0	1493.0
82.0	1653.0
83.0	1217.0
84.0	1457.0
85.0	1179.0
86.0	1484.0
87.0	2730.0
88.0	1414.0
89.0	1060.0
90.0	1573.0
91.0	1260.0
92.0	1216.0
93.0	981.0
94.0	1345.0
96.0	1667.0
97.0	730.0
98.0	1034.0
99.0	1628.0
100.0	1155.0
101.0	1305.0
102.0	1444.0
103.0	2242.0
104.0	1842.0
105.0	1210.0
106.0	1384.0
107.0	1313.0
108.0	1508.0
109.0	1796.0
110.0	1265.0
111.0	1090.0
112.0	2159.0
113.0	1167.0
114.0	1391.0
115.0	1445.0
116.0	1196.0
117.0	1049.0
118.0	1999.0
119.0	472.0
120.0	1285.0
121.0	1737.0
122.0	1534.0
123.0	2636.0
124.0	1372.0
125.0	1325.0
126.0	833.0
127.0	1200.0
128.0	2431.0
129.0	1740.0
130.0	2121.0
131.0	1726.0
132.0	1344.0
133.0	1072.0
134.0	1386.0
135.0	1054.0
136.0	1051.0
137.0	1270.0
138.0	1857.0
139.0	1437.0
140.0	2016.0
141.0	1352.0
142.0	909.0
143.0	1761.0
144.0	1009.0
145.0	2035.0
146.0	1534.0
147.0	1708.0
148.0	733.0
149.0	1455.0
150.0	1332.0
151.0	1606.0
152.0	1065.0
153.0	1291.0
155.0	1495.0
156.0	1928.0
157.0	2249.0
158.0	987.0
159.0	1023.0
160.0	875.0
161.0	1569.0
162.0	1032.0
163.0	1079.0
164.0	1087.0
165.0	1152.0
166.0	961.0
167.0	1232.0
168.0	2188.0
169.0	1179.0
170.0	1475.0
171.0	1612.0
172.0	921.0
173.0	2432.0
174.0	1650.0
175.0	1077.0
176.0	823.0
177.0	1578.0
178.0	1872.0
179.0	1669.0
182.0	1407.0
183.0	1619.0
184.0	894.0
185.0	1948.0
186.0	2298.0
187.0	2163.0
188.0	1108.0
189.0	1731.0
190.0	1601.0
191.0	1684.0
192.0	2025.0
193.0	1688.0
194.0	1736.0
195.0	1474.0
196.0	1770.0
197.0	1348.0
198.0	1570.0
199.0	1861.0
200.0	1458.0
201.0	2282.0
202.0	1553.0
203.0	2323.0
204.0	1202.0
205.0	1768.0
206.0	2184.0
207.0	1329.0
208.0	1781.0
209.0	1242.0
211.0	1454.0
212.0	1501.0
213.0	875.0
214.0	1521.0
215.0	2611.0
216.0	1948.0
217.0	1707.0
218.0	1335.0
219.0	2211.0
220.0	1358.0
221.0	2501.0
222.0	1764.0
223.0	1527.0
224.0	1421.0
225.0	1949.0
226.0	2156.0
227.0	1503.0
228.0	1658.0
229.0	1032.0
230.0	1536.0
231.0	1345.0
232.0	2022.0
233.0	2035.0
234.0	2109.0
235.0	1587.0
236.0	1666.0
237.0	1064.0
238.0	1457.0
239.0	2399.0
240.0	1449.0
241.0	2406.0
242.0	1831.0
243.0	1423.0
244.0	1754.0
245.0	1641.0
246.0	1428.0
247.0	1928.0
248.0	1618.0
249.0	1361.0
250.0	1273.0
251.0	1300.0
252.0	997.0
253.0	1163.0
254.0	1480.0
255.0	2131.0
256.0	1833.0
257.0	1161.0
258.0	1168.0
259.0	1570.0
260.0	1675.0
261.0	966.0
262.0	1395.0
263.0	1638.0
264.0	1713.0
265.0	1799.0
266.0	1917.0
267.0	1894.0
268.0	1009.0
269.0	1003.0
270.0	1962.0
271.0	1730.0
272.0	731.0
273.0	2166.0
274.0	1059.0
275.0	1520.0
276.0	1708.0
277.0	1227.0
278.0	1085.0
279.0	1045.0
280.0	1720.0
281.0	1495.0
282.0	960.0
283.0	1420.0
284.0	1318.0
285.0	740.0
286.0	878.0
287.0	1357.0
288.0	2318.0
289.0	1544.0
290.0	1583.0
291.0	1693.0
292.0	1153.0
293.0	1469.0
294.0	2004.0
295.0	1114.0
296.0	1281.0
297.0	1500.0
298.0	1409.0
299.0	942.0
300.0	792.0
301.0	704.0
302.0	1584.0
303.0	1004.0
304.0	795.0
305.0	1000.0
306.0	2156.0
307.0	639.0
308.0	1391.0
309.0	1644.0
310.0	1398.0
311.0	967.0
312.0	1578.0
313.0	1068.0
314.0	1419.0
315.0	1784.0
316.0	1952.0
317.0	996.0
318.0	1485.0
319.0	1419.0
320.0	1534.0
321.0	1633.0
322.0	1013.0
323.0	2085.0
324.0	3102.0
325.0	1859.0
326.0	983.0
327.0	2169.0
328.0	2086.0
329.0	2204.0
330.0	1578.0
331.0	1526.0
332.0	1725.0
333.0	936.0
334.0	1678.0
335.0	1573.0
336.0	1187.0
337.0	1535.0
338.0	1333.0
339.0	1701.0
340.0	1925.0
341.0	1651.0
342.0	1491.0
343.0	1800.0
344.0	1976.0
345.0	1246.0
346.0	2141.0
347.0	1351.0
348.0	1505.0
349.0	1377.0
350.0	2386.0
351.0	1304.0
352.0	1424.0
353.0	1881.0
354.0	2393.0
355.0	1599.0
356.0	1444.0
357.0	1985.0
358.0	1158.0
359.0	2098.0
360.0	1540.0
361.0	1410.0
362.0	2115.0
363.0	1278.0
364.0	2039.0
365.0	2021.0
366.0	1901.0
367.0	1139.0
368.0	1903.0
369.0	2074.0
370.0	3661.0
371.0	1799.0
372.0	2431.0
373.0	1499.0
374.0	1040.0
375.0	1825.0
376.0	1733.0
377.0	1727.0
378.0	1076.0
379.0	1598.0
380.0	1146.0
381.0	1534.0
382.0	1514.0
383.0	1540.0
384.0	1445.0
385.0	1248.0
386.0	1710.0
387.0	2114.0
388.0	1816.0
389.0	1759.0
390.0	2173.0
391.0	1791.0
392.0	1710.0
393.0	1930.0
394.0	1803.0
395.0	1879.0
396.0	2289.0
397.0	1839.0
398.0	1641.0
399.0	1374.0
400.0	1524.0
401.0	1360.0
402.0	1303.0
403.0	1654.0
404.0	1928.0
405.0	1558.0
406.0	1736.0
407.0	1752.0
408.0	1042.0
409.0	1201.0
410.0	1498.0
411.0	2101.0
412.0	2389.0
413.0	1326.0
414.0	1285.0
415.0	1413.0
416.0	1970.0
417.0	1242.0
418.0	1920.0
419.0	1163.0
420.0	1651.0
421.0	1300.0
422.0	1850.0
423.0	1799.0
424.0	1703.0
425.0	1627.0
426.0	1522.0
427.0	1409.0
428.0	2631.0
429.0	1647.0
430.0	1536.0
431.0	1433.0
432.0	1749.0
433.0	1274.0
434.0	1658.0
435.0	1579.0
436.0	1607.0
437.0	1382.0
438.0	1322.0
439.0	1168.0
440.0	1067.0
441.0	1890.0
442.0	1659.0
443.0	1064.0
444.0	868.0
445.0	1288.0
446.0	2166.0
447.0	1382.0
448.0	1417.0
449.0	2018.0
450.0	1777.0
451.0	1596.0
452.0	1420.0
453.0	1324.0
454.0	1899.0
455.0	1513.0
456.0	1683.0
457.0	1369.0
458.0	1266.0
459.0	1034.0
460.0	2045.0
461.0	1498.0
462.0	1607.0
463.0	1331.0
464.0	1132.0
465.0	1238.0
466.0	2298.0
467.0	1241.0
468.0	2039.0
469.0	1177.0
470.0	1220.0
471.0	1746.0
472.0	1917.0
473.0	1165.0
474.0	860.0
475.0	1830.0
476.0	1170.0
477.0	1229.0
478.0	1274.0
479.0	1900.0
480.0	1867.0
481.0	1610.0
482.0	1963.0
483.0	1669.0
484.0	1291.0
485.0	1751.0
486.0	1335.0
487.0	1323.0
488.0	1652.0
489.0	2086.0
490.0	1437.0
491.0	1731.0
492.0	1950.0
493.0	2203.0
494.0	2260.0
495.0	1580.0
496.0	1562.0
497.0	1860.0
498.0	1793.0
499.0	1000.0
500.0	1912.0
501.0	2475.0
502.0	2105.0
503.0	1732.0
504.0	2309.0
505.0	1874.0
506.0	1816.0
507.0	1097.0
508.0	2015.0
509.0	2241.0
510.0	2772.0
511.0	1320.0
512.0	2738.0
513.0	1389.0
514.0	2251.0
515.0	2167.0
516.0	2028.0
517.0	1590.0
518.0	2341.0
519.0	2011.0
520.0	1613.0
521.0	1671.0
522.0	1999.0
523.0	2894.0
524.0	2637.0
525.0	1884.0
526.0	2404.0
527.0	2255.0
528.0	1960.0
529.0	1847.0
530.0	1558.0
531.0	1559.0
532.0	2040.0
533.0	1996.0
534.0	2051.0
535.0	1803.0
536.0	1969.0
537.0	1937.0
538.0	2082.0
539.0	1408.0
540.0	2731.0
541.0	2220.0
542.0	2330.0
543.0	2437.0
544.0	1915.0
545.0	1986.0
546.0	2145.0
547.0	2276.0
548.0	2157.0
549.0	2626.0
550.0	1536.0
551.0	1558.0
552.0	3044.0
553.0	2246.0
554.0	2383.0
555.0	2009.0
556.0	1972.0
557.0	2145.0
558.0	2102.0
559.0	2327.0
560.0	1732.0
561.0	2640.0
562.0	1992.0
563.0	2199.0
564.0	2393.0
565.0	2190.0
566.0	2495.0
567.0	2390.0
568.0	2435.0
569.0	1737.0
570.0	2052.0
571.0	2034.0
572.0	1834.0
573.0	3005.0
574.0	1429.0
575.0	2215.0
576.0	1902.0
577.0	2284.0
578.0	1993.0
579.0	2059.0
580.0	2169.0
581.0	1981.0
582.0	2098.0
583.0	2506.0
584.0	1911.0
585.0	2560.0
586.0	1301.0
587.0	1859.0
588.0	2286.0
589.0	1734.0
590.0	2156.0
591.0	2402.0
592.0	2404.0
593.0	3244.0
594.0	1977.0
595.0	2412.0
596.0	2007.0
597.0	2014.0
598.0	1564.0
599.0	2022.0
600.0	1772.0
601.0	2582.0
602.0	1845.0
603.0	1621.0
604.0	1770.0
605.0	2021.0
606.0	2355.0
607.0	1996.0
608.0	2127.0
609.0	2113.0
610.0	1935.0
611.0	2125.0
612.0	1786.0
613.0	2276.0
614.0	2978.0
615.0	2542.0
616.0	2112.0
617.0	1968.0
618.0	2368.0
619.0	2241.0
620.0	2073.0
621.0	2122.0
622.0	2166.0
623.0	2575.0
624.0	2500.0
625.0	2181.0
626.0	1967.0
627.0	2072.0
628.0	2027.0
629.0	2345.0
630.0	2024.0
631.0	2249.0
632.0	2455.0
633.0	2265.0
634.0	2425.0
635.0	2851.0
636.0	1997.0
637.0	3298.0
638.0	2366.0
639.0	1853.0
640.0	2896.0
641.0	2537.0
642.0	2300.0
643.0	2849.0
644.0	2974.0
645.0	1931.0
646.0	3009.0
647.0	2538.0
648.0	2782.0
649.0	2491.0
650.0	2408.0
651.0	2003.0
